id,p_code,first_name,last_name,gender,alt_last_name_1,alt_last_name_2,dob,hand,backhand,created_at,updated_at,country_id
218,astop,Andreas,Stoppini,M,,,1980-02-29,R,2,2016-01-01 04:08:19.383273,2016-01-01 04:08:19.383273,107
220,asugi,Ai,Sugiyama,F,,,1975-07-05,R,2,2016-01-01 04:08:19.407287,2016-01-01 04:08:19.407287,109
221,aszav,Agnes,Szavay,F,,,1988-12-29,R,2,2016-01-01 04:08:19.41901,2016-01-01 04:08:19.41901,99
222,aszil,Adriana,Szili,F,,,1985-01-06,R,2,2016-01-01 04:08:19.430752,2016-01-01 04:08:19.430752,13
223,aszna,Andrew,Sznajder,M,,,1967-05-25,R,,2016-01-01 04:08:19.442547,2016-01-01 04:08:19.442547,38
224,atati,Anna,Tatishvili,F,,,1990-02-03,R,2,2016-01-01 04:08:19.454495,2016-01-01 04:08:19.454495,81
225,ateme,Andrea,Temesvari,F,,,1966-04-26,R,2,2016-01-01 04:08:19.466083,2016-01-01 04:08:19.466083,99
226,athom,Arne,Thoms,M,,,1971-01-01,R,,2016-01-01 04:08:19.47849,2016-01-01 04:08:19.47849,82
227,atiez,Andrea,Tiezzi,F,,,1964-11-26,,,2016-01-01 04:08:19.490505,2016-01-01 04:08:19.490505,10
228,atobi,Amanda,Tobin-Dingwall,F,,,1960-06-08,R,,2016-01-01 04:08:19.50229,2016-01-01 04:08:19.50229,13
229,atoml,Ajla,Tomljanovic,F,,,1993-05-07,R,2,2016-01-01 04:08:19.514351,2016-01-01 04:08:19.514351,54
230,atord,Abigail,Tordoff,F,,,1979-07-18,,,2016-01-01 04:08:19.526465,2016-01-01 04:08:19.526465,227
231,atous,Alberto,Tous,M,,,1962-08-03,R,,2016-01-01 04:08:19.538586,2016-01-01 04:08:19.538586,200
232,aungu,Adrian,Ungur,M,,,1985-01-25,R,,2016-01-01 04:08:19.575978,2016-01-01 04:08:19.575978,178
233,ausido,Audrey,Sidot,F,,,1977-03-07,,,2016-01-01 04:08:19.587228,2016-01-01 04:08:19.587228,74
234,avask,Alena,Vaskova,F,,,1975-11-08,R,2,2016-01-01 04:08:19.599093,2016-01-01 04:08:19.599093,57
235,avedy,Aurelie,Vedy,F,,,1981-02-08,L,2,2016-01-01 04:08:19.61098,2016-01-01 04:08:19.61098,74
236,aveic,Antonio,Veic,M,,,1988-02-18,R,,2016-01-01 04:08:19.623191,2016-01-01 04:08:19.623191,54
237,aviei,Andrea,Vieira,F,,,1971-02-05,,,2016-01-01 04:08:19.635378,2016-01-01 04:08:19.635378,30
238,avill,Adriana,Villagran,F,,,1956-08-07,,,2016-01-01 04:08:19.647364,2016-01-01 04:08:19.647364,10
239,avinc,Andreas,Vinciguerra,M,,,1981-02-19,L,,2016-01-01 04:08:19.659289,2016-01-01 04:08:19.659289,208
240,avoin,Adrian,Voinea,M,,,1974-08-06,R,,2016-01-01 04:08:19.670859,2016-01-01 04:08:19.670859,178
242,avuyt,Alison,Van Uytvanck,F,,,1994-03-26,R,2,2016-01-01 04:08:19.69486,2016-01-01 04:08:19.69486,21
243,avysa,Andres,Vysand,M,,,1966-03-10,R,,2016-01-01 04:08:19.706686,2016-01-01 04:08:19.706686,244
244,awain,Amanda,Wainwright,F,,,1976-03-24,,,2016-01-01 04:08:19.718876,2016-01-01 04:08:19.718876,227
245,awask,Alexander,Waske,M,,,1975-03-31,R,,2016-01-01 04:08:19.730385,2016-01-01 04:08:19.730385,82
246,awein,Ashley,Weinhold,F,,,1989-06-20,R,2,2016-01-01 04:08:19.742605,2016-01-01 04:08:19.742605,228
171,aolho,Andrei,Olhovskiy,M,,,1966-04-15,R,,2016-01-01 04:08:18.80636,2016-02-11 21:25:19.04449,179
241,avolk,Alexander,Volkov,M,,,1967-03-03,R,,2016-01-01 04:08:19.683143,2016-02-11 21:30:49.450286,179
247,awidj,Angelique,Widjaja,F,,,1984-12-12,R,2,2016-01-01 04:08:19.754566,2016-01-01 04:08:19.754566,102
248,awozn,Aleksandra,Wozniak,F,,,1987-09-07,R,2,2016-01-01 04:08:19.792916,2016-01-01 04:08:19.792916,38
249,ayaki,Anastasiya,Yakimova,F,,,1986-11-01,R,2,2016-01-01 04:08:19.804794,2016-01-01 04:08:19.804794,20
250,aymori,Ayumi,Morita,F,,,1990-03-11,R,B,2016-01-01 04:08:19.816765,2016-01-01 04:08:19.816765,109
251,azuga,Agnes,Zugasti,F,,,1972-05-15,R,2,2016-01-01 04:08:19.831672,2016-01-01 04:08:19.831672,74
252,bbake,Brian,Baker,M,,,1985-04-30,R,2,2016-01-01 04:08:19.85244,2016-01-01 04:08:19.85244,228
253,bbenc,Belinda,Bencic,F,,,1997-03-10,R,2,2016-01-01 04:08:19.86393,2016-01-01 04:08:19.86393,209
254,bbiel,Bea,Bielik,F,,,1980-11-28,R,,2016-01-01 04:08:19.876186,2016-01-01 04:08:19.876186,228
255,bblac,Byron,Black,M,,,1969-10-06,R,,2016-01-01 04:08:19.887789,2016-01-01 04:08:19.887789,241
256,bbobu,Bojana,Bobusic,F,,,1987-10-02,R,2,2016-01-01 04:08:19.899711,2016-01-01 04:08:19.899711,13
257,bborn,Belinda,Borneo,F,,,1966-11-10,R,,2016-01-01 04:08:19.911531,2016-01-01 04:08:19.911531,227
258,bbowe,Beverly,Bowes,F,,,1965-09-09,,,2016-01-01 04:08:19.923468,2016-01-01 04:08:19.923468,228
259,bbrya,Bob,Bryan,M,,,1978-04-29,L,2,2016-01-01 04:08:19.934808,2016-01-01 04:08:19.934808,228
260,bcapr,Beatrice,Capra,F,,,1992-04-06,R,2,2016-01-01 04:08:19.946574,2016-01-01 04:08:19.946574,228
261,bcoll,Barbara,Collet,F,,,1974-02-13,R,2,2016-01-01 04:08:19.958375,2016-01-01 04:08:19.958375,74
262,bcord,Belinda,Cordwell,F,,,1965-09-21,,,2016-01-01 04:08:19.970784,2016-01-01 04:08:19.970784,156
263,bcowa,Barry,Cowan,M,,,1974-08-25,L,1,2016-01-01 04:08:20.009916,2016-01-01 04:08:20.009916,227
264,bcust,Brent,Custer,M,,,1968-04-01,R,,2016-01-01 04:08:20.020991,2016-01-01 04:08:20.020991,13
265,bdabu,Brian,Dabul,M,,,1984-02-24,L,,2016-01-01 04:08:20.033338,2016-01-01 04:08:20.033338,10
266,bderl,Bruce,Derlin,M,,,1961-11-28,L,,2016-01-01 04:08:20.045071,2016-01-01 04:08:20.045071,156
267,bdeve,Brian,Devening,M,,,1967-07-16,R,,2016-01-01 04:08:20.056662,2016-01-01 04:08:20.056662,228
268,bdors,Benedikt,Dorsch,M,,,1981-01-10,R,1,2016-01-01 04:08:20.068359,2016-01-01 04:08:20.068359,82
269,bdrew,Brad,Drewett,M,,,1958-07-19,L,,2016-01-01 04:08:20.080197,2016-01-01 04:08:20.080197,13
270,bdunn,Brian,Dunn,M,,,1974-04-05,R,,2016-01-01 04:08:20.091999,2016-01-01 04:08:20.091999,228
271,bdyke,Broderick,Dyke,M,,,1960-12-31,L,,2016-01-01 04:08:20.103995,2016-01-01 04:08:20.103995,13
272,bebeck,Benjamin,Becker,M,,,1981-06-16,R,2,2016-01-01 04:08:20.115594,2016-01-01 04:08:20.115594,82
273,becha,Bruno,Echagaray,M,,,1983-05-08,R,,2016-01-01 04:08:20.127952,2016-01-01 04:08:20.127952,140
274,bellw,Ben,Ellwood,M,,,1976-03-12,R,,2016-01-01 04:08:20.139957,2016-01-01 04:08:20.139957,13
275,bevan,Brendan,Evans,M,,,1986-04-08,R,,2016-01-01 04:08:20.151499,2016-01-01 04:08:20.151499,228
276,bfulc,Bettina,Fulco-Villella,F,,,1968-10-23,,,2016-01-01 04:08:20.163955,2016-01-01 04:08:20.163955,10
277,bgarn,Bret,Garnett,M,,,1967-07-02,R,,2016-01-01 04:08:20.175608,2016-01-01 04:08:20.175608,228
278,bgarr,Brian,Garrow,M,,,1968-04-08,R,,2016-01-01 04:08:20.187144,2016-01-01 04:08:20.187144,228
279,bgerk,Barbara,Gerken,F,,,1964-07-03,,,2016-01-01 04:08:20.212378,2016-01-01 04:08:20.212378,228
280,bgilb,Brad,Gilbert,M,,,1961-08-09,R,2,2016-01-01 04:08:20.224214,2016-01-01 04:08:20.224214,228
281,bgrif,Barbara,Griffiths,F,,,1972-05-20,,,2016-01-01 04:08:20.235547,2016-01-01 04:08:20.235547,227
282,bhans,Brett,Hansen-Dent,M,,,1972-07-02,R,,2016-01-01 04:08:20.247457,2016-01-01 04:08:20.247457,228
283,bherr,Beth,Herr,F,,,1964-05-28,,,2016-01-01 04:08:20.25961,2016-01-01 04:08:20.25961,228
284,bjoel,Brian,Joelson,M,,,1961-09-30,R,,2016-01-01 04:08:20.271313,2016-01-01 04:08:20.271313,228
285,bjova,Bojana,Jovanovski,F,,,1991-12-31,R,2,2016-01-01 04:08:20.282972,2016-01-01 04:08:20.282972,189
286,bkarb,Bernd,Karbacher,M,,,1968-04-03,R,,2016-01-01 04:08:20.29538,2016-01-01 04:08:20.29538,82
287,bkavc,Blaz,Kavcic,M,,,1987-03-05,R,,2016-01-01 04:08:20.307168,2016-01-01 04:08:20.307168,194
288,bklah,Bradley,Klahn,M,,,1990-08-20,L,,2016-01-01 04:08:20.319137,2016-01-01 04:08:20.319137,228
289,bklei,Brydan,Klein,M,,,1989-12-31,R,,2016-01-01 04:08:20.331256,2016-01-01 04:08:20.331256,13
290,bknit,Bastain,Knittel,M,,,1983-08-08,L,,2016-01-01 04:08:20.343055,2016-01-01 04:08:20.343055,82
291,blama,Bianka,Lamade,F,,,1982-08-30,R,2,2016-01-01 04:08:20.354693,2016-01-01 04:08:20.354693,82
292,blark,Brent,Larkham,M,,,1972-01-08,R,,2016-01-01 04:08:20.367105,2016-01-01 04:08:20.367105,13
293,bmacp,Brian,MacPhie,M,,,1972-05-11,L,,2016-01-01 04:08:20.378808,2016-01-01 04:08:20.378808,228
294,bmads,Bertrand,Madsen,M,,,1972-05-18,,,2016-01-01 04:08:20.390671,2016-01-01 04:08:20.390671,94
295,bmatt,Bethanie,Mattek-Sands,F,,,1985-03-23,R,2,2016-01-01 04:08:20.402872,2016-01-01 04:08:20.402872,228
296,bmitc,Benjamin,Mitchell,M,,,1992-11-30,R,2,2016-01-01 04:08:20.414603,2016-01-01 04:08:20.414603,13
297,bmoir,Barry,Moir,M,,,1963-06-01,R,,2016-01-01 04:08:20.426706,2016-01-01 04:08:20.426706,197
298,bmouh,Bahia,Mouhtassine,F,,,1979-08-23,R,2,2016-01-01 04:08:20.438735,2016-01-01 04:08:20.438735,147
300,bnage,Betsy,Nagelsen,F,,,1956-10-23,,,2016-01-01 04:08:20.46279,2016-01-01 04:08:20.46279,228
301,bobeck,Boris,Becker,M,,,1967-11-22,R,,2016-01-01 04:08:20.474832,2016-01-01 04:08:20.474832,82
302,boped,Bent-Ore,Pedersen,M,,,1967-07-11,,,2016-01-01 04:08:20.486899,2016-01-01 04:08:20.486899,163
303,bores,Bruno,Oresar,M,,,1967-04-21,R,,2016-01-01 04:08:20.49877,2016-01-01 04:08:20.49877,54
304,bpair,Benoit,Paire,M,,,1989-05-08,R,2,2016-01-01 04:08:20.510654,2016-01-01 04:08:20.510654,74
305,bpash,Boris,Pashanski,M,,,1982-11-03,R,,2016-01-01 04:08:20.522579,2016-01-01 04:08:20.522579,189
306,bpaul,Barbara,Paulus,F,,,1970-09-01,R,,2016-01-01 04:08:20.534677,2016-01-01 04:08:20.534677,14
307,bpear,Brad,Pearce,M,,,1966-03-21,R,,2016-01-01 04:08:20.546423,2016-01-01 04:08:20.546423,228
308,bphau,Bjorn,Phau,M,,,1979-10-04,R,1,2016-01-01 04:08:20.558468,2016-01-01 04:08:20.558468,82
309,bpott,Barbara,Potter,F,,,1961-10-22,L,,2016-01-01 04:08:20.582664,2016-01-01 04:08:20.582664,228
310,brehn,Bjorn,Rehnquist,M,,,1978-01-05,R,2,2016-01-01 04:08:20.594475,2016-01-01 04:08:20.594475,208
311,brein,Beate,Reinstadler,F,,,1967-05-20,,,2016-01-01 04:08:20.606512,2016-01-01 04:08:20.606512,14
312,breyn,Bobby,Reynolds,M,,,1982-07-17,R,2,2016-01-01 04:08:20.618822,2016-01-01 04:08:20.618822,228
313,bripp,Brie,Rippner,F,,,1980-01-21,R,2,2016-01-01 04:08:20.630336,2016-01-01 04:08:20.630336,228
314,britt,Barbara,Rittner,F,,,1973-04-25,R,2,2016-01-01 04:08:20.642504,2016-01-01 04:08:20.642504,82
315,broe,Bryan,Roe,M,,,1969-08-20,,,2016-01-01 04:08:20.654546,2016-01-01 04:08:20.654546,13
316,brola,Blaz,Rola,M,,,1990-10-05,L,,2016-01-01 04:08:20.666707,2016-01-01 04:08:20.666707,194
317,broma,Barbara,Romano,F,,,1965-01-14,,,2016-01-01 04:08:20.691469,2016-01-01 04:08:20.691469,107
318,bscan,Bill,Scanlon,M,,,1956-11-19,R,1,2016-01-01 04:08:20.703135,2016-01-01 04:08:20.703135,228
319,bsche,Barbara,Schett,F,,,1976-03-10,R,2,2016-01-01 04:08:20.715299,2016-01-01 04:08:20.715299,14
320,bschu,Brenda,Schultz,F,,,1970-12-28,R,,2016-01-01 04:08:20.72703,2016-01-01 04:08:20.72703,153
321,bschw,Barbara,Schwartz,F,,,1979-01-27,L,,2016-01-01 04:08:20.738782,2016-01-01 04:08:20.738782,14
322,bshel,Bryan,Shelton,M,,,1965-12-22,R,,2016-01-01 04:08:20.750993,2016-01-01 04:08:20.750993,228
323,bskim,Bong-Soo,Kim,M,,,1962-11-30,R,,2016-01-01 04:08:20.762864,2016-01-01 04:08:20.762864,115
325,bstev,Brett,Steven,M,,,1969-04-27,R,,2016-01-01 04:08:20.799237,2016-01-01 04:08:20.799237,156
326,bstew,Bryanne,Stewart,F,,,1979-12-09,R,,2016-01-01 04:08:20.810762,2016-01-01 04:08:20.810762,13
327,bstry,Barbora,Strycova,F,,,1986-03-28,R,2,2016-01-01 04:08:20.822956,2016-01-01 04:08:20.822956,57
328,btalb,Byron,Talbot,M,,,1964-09-15,R,,2016-01-01 04:08:20.834662,2016-01-01 04:08:20.834662,197
329,btomi,Bernard,Tomic,M,,,1992-10-21,R,2,2016-01-01 04:08:20.846716,2016-01-01 04:08:20.846716,13
299,bmule,Barbara,Mulej,F,,,1974-05-29,R,2,2016-01-01 04:08:20.450696,2016-02-11 21:26:24.423297,194
330,budschu,Bud,Schultz,M,,,1959-08-21,R,,2016-01-01 04:08:20.858845,2016-01-01 04:08:20.858845,228
331,bulih,Bohdan,Ulihrach,M,,,1975-02-23,R,,2016-01-01 04:08:20.870669,2016-01-01 04:08:20.870669,57
332,bvaha,Brian,Vahaly,M,,,1979-07-19,R,,2016-01-01 04:08:20.883114,2016-01-01 04:08:20.883114,228
333,bwils,Brian,Wilson,M,,,1982-05-23,R,,2016-01-01 04:08:20.906456,2016-01-01 04:08:20.906456,228
334,bwuyt,Bart,Wuyts,M,,,1969-09-15,R,,2016-01-01 04:08:20.918647,2016-01-01 04:08:20.918647,21
335,cadam,Chuck,Adams,M,,,1971-04-23,R,,2016-01-01 04:08:20.930245,2016-01-01 04:08:20.930245,228
336,calta,Collin,Altamirano,M,,,1995-12-07,R,,2016-01-01 04:08:20.942676,2016-01-01 04:08:20.942676,228
337,camacg,Cammy,MacGregor,F,,,1968-10-01,,,2016-01-01 04:08:20.954667,2016-01-01 04:08:20.954667,228
338,camil,Craig A.,Miller,M,,,1963-03-10,,,2016-01-01 04:08:20.967526,2016-01-01 04:08:20.967526,228
339,carri,Carsten,Arriens,M,,,1969-04-11,R,,2016-01-01 04:08:20.97925,2016-01-01 04:08:20.97925,82
340,cauff,Charles,Auffray,M,,,1973-02-24,R,,2016-01-01 04:08:20.991178,2016-01-01 04:08:20.991178,74
341,cbail,Chris,Bailey,M,,,1968-04-29,R,,2016-01-01 04:08:21.003071,2016-01-01 04:08:21.003071,227
342,cbakk,Carin,Bakkum,F,,,1962-07-25,,,2016-01-01 04:08:21.01516,2016-01-01 04:08:21.01516,153
343,cball,Carsten,Ball,M,,,1987-06-20,L,,2016-01-01 04:08:21.026965,2016-01-01 04:08:21.026965,13
344,cbarc,Catherine,Barclay,F,,,1973-06-12,,,2016-01-01 04:08:21.038631,2016-01-01 04:08:21.038631,13
347,cbeec,Colin,Beecher,M,,,1970-10-16,R,,2016-01-01 04:08:21.074734,2016-01-01 04:08:21.074734,227
348,cbeig,Celine,Beigbeder,F,,,1975-02-25,,,2016-01-01 04:08:21.086874,2016-01-01 04:08:21.086874,74
349,cbenj,Camille,Benjamin,F,,,1966-06-22,,,2016-01-01 04:08:21.098746,2016-01-01 04:08:21.098746,228
350,cberg,Christian,Bergstrom,M,,,1967-07-19,R,,2016-01-01 04:08:21.110719,2016-01-01 04:08:21.110719,208
351,cberl,Carlos,Berlocq,M,,,1983-02-03,R,,2016-01-01 04:08:21.12278,2016-01-01 04:08:21.12278,10
352,cblac,Cara,Black,F,,,1979-02-17,R,2,2016-01-01 04:08:21.134737,2016-01-01 04:08:21.134737,241
353,cbuch,Chase,Buchanan,M,,,1991-06-04,R,2,2016-01-01 04:08:21.146662,2016-01-01 04:08:21.146662,228
354,ccamp,Craig,Campbell,M,,,1963-07-18,R,,2016-01-01 04:08:21.158541,2016-01-01 04:08:21.158541,197
355,ccara,Cristiano,Caratti,M,,,1970-05-24,R,,2016-01-01 04:08:21.195984,2016-01-01 04:08:21.195984,107
356,ccasa,Cristina,Casale,F,,,1973-01-22,,,2016-01-01 04:08:21.208299,2016-01-01 04:08:21.208299,107
357,ccast,Catalina,Castano,F,,,1979-07-07,R,2,2016-01-01 04:08:21.220328,2016-01-01 04:08:21.220328,47
358,ccave,Cathy,Caverzasio,F,,,1972-09-28,,,2016-01-01 04:08:21.231827,2016-01-01 04:08:21.231827,107
359,cchri,Carol,Christian,F,,,1962-09-09,,,2016-01-01 04:08:21.243924,2016-01-01 04:08:21.243924,228
360,ccohe,Celine,Cohen,F,,,1967-03-05,,,2016-01-01 04:08:21.25563,2016-01-01 04:08:21.25563,209
361,ccost,Carlos,Costa,M,,,1968-04-22,R,,2016-01-01 04:08:21.26736,2016-01-01 04:08:21.26736,200
362,ccox,Charles,Cox,M,,,1960-04-11,R,,2016-01-01 04:08:21.305997,2016-01-01 04:08:21.305997,228
363,ccris,Catalina,Cristea,F,,,1975-06-02,,,2016-01-01 04:08:21.317045,2016-01-01 04:08:21.317045,178
364,ccunn,Carrie,Cunningham,F,,,1972-04-28,,,2016-01-01 04:08:21.32906,2016-01-01 04:08:21.32906,228
365,cdahl,Cecilia,Dahlman,F,,,1968-07-24,,,2016-01-01 04:08:21.340162,2016-01-01 04:08:21.340162,208
366,cdell,Casey,Dellacqua,F,,,1985-02-11,L,2,2016-01-01 04:08:21.352202,2016-01-01 04:08:21.352202,13
367,cdent,Corinna,Dentoni,F,,,1989-07-30,R,2,2016-01-01 04:08:21.363704,2016-01-01 04:08:21.363704,107
368,cdhen,Caroline,Dhenin,F,,,1973-06-13,R,2,2016-01-01 04:08:21.375593,2016-01-01 04:08:21.375593,74
369,ceagl,Charlton,Eagle,M,,,1963-11-30,R,,2016-01-01 04:08:21.414653,2016-01-01 04:08:21.414653,13
370,ceato,Chris,Eaton,M,,,1987-11-27,R,,2016-01-01 04:08:21.426161,2016-01-01 04:08:21.426161,227
371,cebel,Colin,Ebelthite,M,,,1984-11-27,R,,2016-01-01 04:08:21.437133,2016-01-01 04:08:21.437133,13
372,cever,Chris,Evert,F,,,1954-12-21,R,2,2016-01-01 04:08:21.448791,2016-01-01 04:08:21.448791,228
373,cfauc,Christelle,Fauche,F,,,1973-06-09,,,2016-01-01 04:08:21.460276,2016-01-01 04:08:21.460276,209
374,cfern,Clarisa,Fernandez,F,,,1981-08-28,L,2,2016-01-01 04:08:21.471952,2016-01-01 04:08:21.471952,10
375,cfeue,Claire,Feuerstein,F,,,1986-02-28,L,1,2016-01-01 04:08:21.483678,2016-01-01 04:08:21.483678,74
376,cgarc,Caroline,Garcia,F,,,1993-10-16,R,2,2016-01-01 04:08:21.507839,2016-01-01 04:08:21.507839,74
377,cgarn,Chris,Garner,M,,,1969-04-07,R,,2016-01-01 04:08:21.519469,2016-01-01 04:08:21.519469,228
378,cgior,Camila,Giorgi,F,,,1991-12-31,R,2,2016-01-01 04:08:21.531702,2016-01-01 04:08:21.531702,107
379,cgucc,Chris,Guccione,M,,,1985-07-30,L,,2016-01-01 04:08:21.543354,2016-01-01 04:08:21.543354,13
380,cgull,Carly,Gullickson,F,,,1986-11-26,R,2,2016-01-01 04:08:21.555468,2016-01-01 04:08:21.555468,228
381,chall,Colette,Hall,F,,,1973-07-03,,,2016-01-01 04:08:21.570257,2016-01-01 04:08:21.570257,227
382,chone,Charles,Honey,M,,,1962-01-13,R,,2016-01-01 04:08:21.579621,2016-01-01 04:08:21.579621,197
383,choop,Chip,Hooper,M,,,1958-10-24,R,1,2016-01-01 04:08:21.591663,2016-01-01 04:08:21.591663,228
384,chwood,Chris,Woodruff,M,,,1973-01-02,R,,2016-01-01 04:08:21.603642,2016-01-01 04:08:21.603642,228
385,cjchu,Chia-Jung,Chuang,F,,,1985-01-10,R,2,2016-01-01 04:08:21.615556,2016-01-01 04:08:21.615556,211
386,cjoli,Christiane,Jolissaint,F,,,1961-12-12,,,2016-01-01 04:08:21.626989,2016-01-01 04:08:21.626989,209
387,ckauf,Cedric,Kauffmann,M,,,1976-03-01,,,2016-01-01 04:08:21.639354,2016-01-01 04:08:21.639354,74
388,ckenn,Chris,Kennedy,M,,,1963-09-14,,,2016-01-01 04:08:21.651003,2016-01-01 04:08:21.651003,228
389,ckohd,Claudia,Kohde-Kilsch,F,,,1963-12-11,R,,2016-01-01 04:08:21.714113,2016-01-01 04:08:21.714113,82
390,ckuhl,Caroline,Kuhlman,F,,,1966-08-25,,,2016-01-01 04:08:21.725941,2016-01-01 04:08:21.725941,228
391,climb,Carl,Limberger,M,,,1964-01-24,R,,2016-01-01 04:08:21.737113,2016-01-01 04:08:21.737113,13
392,clind,Catarina,Lindqvist,F,,,1963-06-16,R,,2016-01-01 04:08:21.748892,2016-01-01 04:08:21.748892,208
393,cluca,Carole,Lucarelli,F,,,1972-11-26,,,2016-01-01 04:08:21.760592,2016-01-01 04:08:21.760592,74
394,clwood,Clare,Wood,F,,,1968-03-08,,,2016-01-01 04:08:21.771894,2016-01-01 04:08:21.771894,227
395,cmami,Cecil,Mamiit,M,,,1976-06-27,R,,2016-01-01 04:08:21.783527,2016-01-01 04:08:21.783527,228
396,cmars,Clinton,Marsh,M,,,1972-01-19,R,,2016-01-01 04:08:21.795418,2016-01-01 04:08:21.795418,197
397,cmart,Conchita,Martinez,F,,,1972-04-16,R,1,2016-01-01 04:08:21.807314,2016-01-01 04:08:21.807314,200
398,cmartg,Conchita,Martinez-Granados,F,,,1976-01-20,R,2,2016-01-01 04:08:21.857922,2016-01-01 04:08:21.857922,200
399,cmcha,Christina,McHale,F,,,1992-05-11,R,2,2016-01-01 04:08:21.869288,2016-01-01 04:08:21.869288,228
400,cmerz,Charles,Merzbacher,M,,,1965-01-31,,,2016-01-01 04:08:21.88105,2016-01-01 04:08:21.88105,228
401,cmezz,Claudio,Mezzadri,M,,,1965-06-10,R,,2016-01-01 04:08:21.89291,2016-01-01 04:08:21.89291,209
402,cmini,Cristian,Miniussi,M,,,1967-07-05,R,,2016-01-01 04:08:21.905834,2016-01-01 04:08:21.905834,10
403,cmora,Corina,Morariu,F,,,1978-01-26,R,,2016-01-01 04:08:21.917131,2016-01-01 04:08:21.917131,228
404,cmoth,Catherine,Mothes-Jobkel,F,,,1970-06-07,,,2016-01-01 04:08:21.928632,2016-01-01 04:08:21.928632,74
406,cmoya,Carlos,Moya,M,,,1976-08-27,R,2,2016-01-01 04:08:21.952246,2016-01-01 04:08:21.952246,200
407,cmste,Cedrik-Marcel,Stebe,M,,,1990-10-09,L,,2016-01-01 04:08:21.964204,2016-01-01 04:08:21.964204,82
408,cnila,Conor,Niland,M,,,1981-09-19,R,2,2016-01-01 04:08:21.975713,2016-01-01 04:08:21.975713,105
409,cpapa,Christina,Papadaki,F,,,1973-02-24,,,2016-01-01 04:08:21.9873,2016-01-01 04:08:21.9873,85
410,cpin,Camille,Pin,F,,,1981-08-25,R,2,2016-01-01 04:08:21.999207,2016-01-01 04:08:21.999207,74
411,cpiol,Cedric,Pioline,M,,,1969-06-15,R,,2016-01-01 04:08:22.011181,2016-01-01 04:08:22.011181,74
345,cbart,Csilla,Bartos,F,,,1966-03-29,,,2016-01-01 04:08:21.050469,2016-02-11 21:24:35.673511,209
405,cmott,Cassio,Motta,M,,,1960-02-22,R,,2016-01-01 04:08:21.940674,2016-02-11 21:26:17.368858,30
412,cpist,Claudio,Pistolesi,M,,,1967-08-25,R,,2016-01-01 04:08:22.022868,2016-01-01 04:08:22.022868,107
413,cporw,Claudia,Porwik,F,,,1968-11-14,,,2016-01-01 04:08:22.035429,2016-01-01 04:08:22.035429,82
414,cprid,Chris,Pridham,M,,,1965-04-11,R,,2016-01-01 04:08:22.046853,2016-01-01 04:08:22.046853,38
415,creyn,Candy,Reynolds,F,,,1955-03-24,,,2016-01-01 04:08:22.058703,2016-01-01 04:08:22.058703,228
416,croch,Christophe,Rochus,M,,,1978-12-15,R,,2016-01-01 04:08:22.070952,2016-01-01 04:08:22.070952,21
417,crous,Capucine,Rousseau,F,,,1980-04-21,,,2016-01-01 04:08:22.082962,2016-01-01 04:08:22.082962,74
418,crubi,Chanda,Rubin,F,,,1976-02-18,R,2,2016-01-01 04:08:22.095347,2016-01-01 04:08:22.095347,228
419,cruud,Christian,Ruud,M,,,1972-08-24,R,,2016-01-01 04:08:22.107313,2016-01-01 04:08:22.107313,163
420,csace,Christian,Saceanu,M,,,1968-07-08,R,,2016-01-01 04:08:22.118986,2016-01-01 04:08:22.118986,82
421,csaul,Cyril,Saulnier,M,,,1975-08-16,R,,2016-01-01 04:08:22.132035,2016-01-01 04:08:22.132035,74
422,cscha,Claudine,Schaul,F,,,1983-08-20,R,2,2016-01-01 04:08:22.144875,2016-01-01 04:08:22.144875,126
423,csche,Chanelle,Scheepers,F,,,1984-03-13,R,2,2016-01-01 04:08:22.155202,2016-01-01 04:08:22.155202,197
424,csimm,Chanel,Simmonds,F,,,1992-08-10,L,2,2016-01-01 04:08:22.167466,2016-01-01 04:08:22.167466,197
425,csing,Christina,Singer,F,,,1968-07-27,,,2016-01-01 04:08:22.178975,2016-01-01 04:08:22.178975,82
426,cstey,Christo,Steyn,M,,,1961-05-01,R,,2016-01-01 04:08:22.191293,2016-01-01 04:08:22.191293,197
427,csuar,Carla,Suarez Navarro,F,,,1988-09-03,R,1,2016-01-01 04:08:22.203742,2016-01-01 04:08:22.203742,200
428,csuir,Catherine,Suire,F,,,1959-09-15,,,2016-01-01 04:08:22.215478,2016-01-01 04:08:22.215478,74
430,ctanv,Catherine,Tanvier,F,,,1965-05-28,,,2016-01-01 04:08:22.239289,2016-01-01 04:08:22.239289,74
431,ctayl,Claire,Taylor,F,,,1975-02-17,,,2016-01-01 04:08:22.251247,2016-01-01 04:08:22.251247,227
432,ctess,Cristina,Tessi,F,,,1972-07-20,,,2016-01-01 04:08:22.263224,2016-01-01 04:08:22.263224,10
433,cthom,Clare,Thompson,F,,,1963-06-10,,,2016-01-01 04:08:22.275106,2016-01-01 04:08:22.275106,13
434,ctole,Claudine,Toleafoa,F,,,1963-04-14,,,2016-01-01 04:08:22.28707,2016-01-01 04:08:22.28707,156
435,ctorr,Cristina,Torrens Valero,F,,,1974-09-12,R,2,2016-01-01 04:08:22.298762,2016-01-01 04:08:22.298762,200
436,cturi,Carl,Turich,M,,,1969-03-01,,,2016-01-01 04:08:22.310751,2016-01-01 04:08:22.310751,13
